meta_analysis_id,study_id,author,year,journal,pmid,country,intervention,intervention_dose,comparator,n_intervention,n_comparator,outcome_type,events_intervention,events_comparator,mean_intervention,sd_intervention,mean_comparator,sd_comparator,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,therapeutic_area,disease_indication,intervention_class,outcome_measure
CMETA143,RCT2396,Perez,2022,Lancet Oncol,32306887,Poland,Antiviral agent,Standard dose,Active comparator,436,424,survival,,,,,,,0.58,0.46,0.67,48,43.0,13.3,49,76,Moderate-severe,CKD,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Crohn disease,Antiviral,Primary outcome
CMETA143,RCT2397,Green,2011,J Infect Dis,36065467,Brazil,Antiviral agent,Standard dose,Active comparator,469,232,survival,,,,,,,0.8,0.64,0.94,60,39.9,9.9,51,70,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Crohn disease,Antiviral,Primary outcome
CMETA143,RCT2398,Reed,2021,Br J Cancer,20848070,Hong Kong,Antiviral agent,Standard dose,Active comparator,234,407,survival,,,,,,,0.63,0.55,0.75,36,52.6,13.2,50,66,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Crohn disease,Antiviral,Primary outcome
CMETA143,RCT2399,Long,2022,Pain,35182149,Japan,Antiviral agent,Standard dose,Active comparator,530,351,survival,,,,,,,0.73,0.62,0.85,36,49.7,10.3,48,74,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Crohn disease,Antiviral,Primary outcome
CMETA143,RCT2400,Kelly,2017,Stroke,28750579,Denmark,Antiviral agent,Standard dose,Placebo,244,347,survival,,,,,,,0.59,0.53,0.72,60,49.1,13.5,57,58,Mild,None,low,low,low,low,low,low,low,low,yes,no,Gastroenterology,Crohn disease,Antiviral,Primary outcome
CMETA143,RCT2401,Murphy,2012,Ann Oncol,18743027,Denmark,Antiviral agent,Standard dose,Active comparator,283,464,survival,,,,,,,0.7,0.56,0.8,60,46.5,8.4,45,83,Moderate,Obesity,low,low,low,low,low,low,low,low,no,yes,Gastroenterology,Crohn disease,Antiviral,Primary outcome
CMETA143,RCT2402,Hill,2018,Lancet Gastroenterol Hepatol,27293511,Canada,Antiviral agent,Standard dose,Placebo,504,283,survival,,,,,,,0.68,0.59,0.77,24,50.7,8.4,54,83,Mild,Multiple,low,low,low,low,low,low,low,low,no,no,Gastroenterology,Crohn disease,Antiviral,Primary outcome
CMETA144,RCT2403,Ward,2019,Ann Neurol,34961580,Denmark,JAK inhibitor agent,Standard dose,Active comparator,304,538,survival,,,,,,,0.71,0.58,0.85,12,48.9,13.9,45,62,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2404,Thomas,2016,Lancet,20048544,Belgium,JAK inhibitor agent,Standard dose,Placebo,304,406,survival,,,,,,,0.58,0.5,0.69,12,52.8,9.0,55,88,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2405,Hernandez,2012,Clin Infect Dis,18886557,Singapore,JAK inhibitor agent,Standard dose,Placebo,282,293,survival,,,,,,,0.73,0.62,0.86,60,53.7,11.5,54,68,Severe,CVD,low,low,low,low,high,low,low,high,yes,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2406,Taylor,2009,Lancet Respir Med,24887770,Venezuela,JAK inhibitor agent,Standard dose,Placebo,247,535,survival,,,,,,,0.66,0.56,0.74,24,35.8,13.8,58,58,Moderate-severe,Diabetes,low,low,low,high,low,low,low,high,no,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2407,Brooks,2016,J Antimicrob Chemother,16932251,France,JAK inhibitor agent,Standard dose,Placebo,362,388,survival,,,,,,,0.8,0.67,0.97,24,43.0,12.7,53,74,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2408,Reed,2020,JAMA,19085999,Singapore,JAK inhibitor agent,Standard dose,Placebo,222,419,survival,,,,,,,0.84,0.66,0.94,36,52.4,12.0,58,47,Mild,CKD,low,unclear,low,low,low,low,low,unclear,no,no,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2409,Mendoza,2013,Lancet,16635277,UK,JAK inhibitor agent,Standard dose,Active comparator,312,488,survival,,,,,,,0.59,0.5,0.71,36,39.4,9.7,60,56,Moderate,Obesity,low,low,low,low,low,low,low,low,yes,no,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2410,King,2016,Br J Cancer,27664093,Venezuela,JAK inhibitor agent,Standard dose,Placebo,428,340,survival,,,,,,,0.86,0.76,0.95,24,40.2,12.0,57,45,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2411,Taylor,2019,Antimicrob Agents Chemother,21750127,China,JAK inhibitor agent,Standard dose,Placebo,441,410,survival,,,,,,,0.89,0.78,1.08,60,52.1,8.7,48,49,Moderate-severe,Obesity,low,low,low,low,low,low,low,low,no,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2412,Ward,2023,Eur Heart J,16835470,Belgium,JAK inhibitor agent,Standard dose,Active comparator,429,291,survival,,,,,,,0.82,0.69,0.99,36,40.0,9.0,59,74,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2413,Green,2010,Br J Cancer,19066415,Venezuela,JAK inhibitor agent,Standard dose,Active comparator,379,452,survival,,,,,,,0.89,0.76,1.07,60,52.9,13.1,45,69,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2414,Moore,2017,Ann Neurol,30803739,Singapore,JAK inhibitor agent,Standard dose,Placebo,522,428,survival,,,,,,,0.82,0.64,0.95,12,41.7,8.2,55,85,Severe,None,low,low,low,low,low,low,low,low,no,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA144,RCT2415,Harris,2016,Diabetes Care,33138027,South Africa,JAK inhibitor agent,Standard dose,Active comparator,233,259,survival,,,,,,,0.7,0.59,0.82,48,44.5,10.2,56,85,Severe,None,low,low,low,low,low,low,low,low,no,yes,Gastroenterology,Ulcerative colitis,JAK inhibitor,Primary outcome
CMETA145,RCT2416,Jones,2006,Am J Psychiatry,28282938,Saudi Arabia,LABA agent,Standard dose,Placebo,431,429,binary,149,125,,,,,,,,60,65.8,11.6,72,85,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2417,Kelly,2006,Lancet Diabetes Endocrinol,29171862,South Korea,LABA agent,Standard dose,Placebo,897,546,binary,415,189,,,,,,,,24,67.9,12.8,60,62,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2418,Bennett,2015,Chest,18669287,Thailand,LABA agent,Standard dose,Placebo,303,305,binary,90,65,,,,,,,,24,53.8,13.3,66,46,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2419,Phillips,2010,Lancet Gastroenterol Hepatol,19940841,Japan,LABA agent,Standard dose,Active comparator,587,489,binary,201,193,,,,,,,,36,57.2,11.0,55,85,Moderate-severe,CKD,low,unclear,low,low,low,low,low,unclear,yes,no,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2420,Parker,2014,Gastroenterology,34995380,Canada,LABA agent,Standard dose,Placebo,806,855,binary,112,161,,,,,,,,12,60.1,12.5,55,70,Mild,Diabetes,unclear,low,low,low,low,low,low,unclear,yes,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2421,Stewart,2006,Stroke,17121054,Czech Republic,LABA agent,Standard dose,Placebo,614,374,binary,73,66,,,,,,,,48,58.1,10.0,70,81,Moderate-severe,Obesity,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2422,Watson,2017,Rheumatology,32596449,Saudi Arabia,LABA agent,Standard dose,Placebo,856,383,binary,193,106,,,,,,,,60,64.9,10.3,60,62,Severe,COPD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2423,Wood,2022,Clin Infect Dis,35952982,Italy,LABA agent,Standard dose,Placebo,854,734,binary,98,109,,,,,,,,48,62.3,10.5,61,77,Severe,Obesity,low,high,low,low,low,low,low,high,yes,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2424,Gray,2009,Arthritis Rheumatol,17366514,Italy,LABA agent,Standard dose,Placebo,345,659,binary,151,211,,,,,,,,60,65.9,13.2,67,63,Severe,COPD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2425,Wood,2017,Pain,19559141,Greece,LABA agent,Standard dose,Active comparator,301,383,binary,109,160,,,,,,,,60,54.0,9.9,72,88,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2426,Cox,2008,Lancet Oncol,33001665,Norway,LABA agent,Standard dose,Active comparator,479,806,binary,300,362,,,,,,,,36,52.5,11.3,55,87,Moderate,HTN,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2427,Smith,2013,Rheumatology,36304845,UK,LABA agent,Standard dose,Placebo,661,324,binary,165,77,,,,,,,,36,67.0,12.1,67,78,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2428,King,2020,Lancet Psychiatry,30651225,Ireland,LABA agent,Standard dose,Placebo,533,753,binary,158,298,,,,,,,,36,57.3,8.1,72,76,Mild,None,low,low,low,low,low,low,low,low,yes,no,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2429,Rodriguez,2005,Ann Oncol,26719349,Germany,LABA agent,Standard dose,Placebo,459,674,binary,244,317,,,,,,,,12,68.0,12.5,55,76,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2430,Hall,2014,J Pain,17691848,Greece,LABA agent,Standard dose,Placebo,470,850,binary,64,88,,,,,,,,24,63.1,10.2,62,67,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA145,RCT2431,Nguyen,2009,Clin Infect Dis,26836382,Chile,LABA agent,Standard dose,Placebo,453,492,binary,112,189,,,,,,,,12,54.9,11.2,68,86,Severe,CVD,low,low,low,low,low,low,unclear,unclear,no,no,Pulmonology,Pulmonary hypertension,LABA,Primary outcome
CMETA146,RCT2432,Flores,2018,J Clin Endocrinol Metab,30090479,Indonesia,Chemotherapy agent,Standard dose,Placebo,637,261,binary,101,40,,,,,,,,12,67.7,8.7,45,83,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2433,Nguyen,2018,J Clin Oncol,34374713,China,Chemotherapy agent,Standard dose,Active comparator,378,482,binary,51,56,,,,,,,,36,66.9,10.6,61,71,Moderate-severe,Obesity,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2434,Morris,2022,Pain,18182046,Finland,Chemotherapy agent,Standard dose,Placebo,250,761,binary,42,138,,,,,,,,60,62.2,13.3,75,74,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2435,Hall,2005,J Antimicrob Chemother,17481433,Austria,Chemotherapy agent,Standard dose,Active comparator,656,398,binary,234,152,,,,,,,,36,61.1,12.6,51,45,Mild,Diabetes+HTN,low,low,low,low,unclear,low,low,unclear,no,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2436,Rivera,2009,Lancet Infect Dis,27152792,Israel,Chemotherapy agent,Standard dose,Placebo,490,594,binary,249,236,,,,,,,,36,57.5,12.2,69,47,Moderate-severe,CKD,low,low,low,low,low,unclear,low,unclear,no,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2437,Stewart,2007,Lancet Infect Dis,28340882,Argentina,Chemotherapy agent,Standard dose,Placebo,289,308,binary,80,78,,,,,,,,12,67.0,13.8,57,59,Moderate-severe,None,low,low,low,low,low,low,low,low,no,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2438,Reyes,2008,Lancet Gastroenterol Hepatol,27368451,Spain,Chemotherapy agent,Standard dose,Placebo,705,479,binary,321,225,,,,,,,,36,68.4,12.0,68,81,Severe,None,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2439,Ruiz,2015,Lancet Psychiatry,28748473,Mexico,Chemotherapy agent,Standard dose,Placebo,350,409,binary,89,91,,,,,,,,60,67.2,13.0,71,80,Severe,COPD,low,low,low,low,low,unclear,low,unclear,yes,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2440,Gonzalez,2009,J Clin Endocrinol Metab,16606322,Peru,Chemotherapy agent,Standard dose,Placebo,611,311,binary,184,134,,,,,,,,48,62.9,10.4,52,52,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2441,Mendoza,2019,BMJ,36283258,Czech Republic,Chemotherapy agent,Standard dose,Placebo,417,262,binary,181,87,,,,,,,,12,63.3,11.1,73,82,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2442,Hughes,2011,Pain,34377227,Sweden,Chemotherapy agent,Standard dose,Placebo,538,775,binary,152,198,,,,,,,,12,60.7,11.5,48,75,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2443,Kim,2023,Lancet Gastroenterol Hepatol,25107293,Canada,Chemotherapy agent,Standard dose,Placebo,513,713,binary,129,238,,,,,,,,36,65.2,12.3,47,85,Mild,None,low,low,unclear,low,low,low,low,unclear,yes,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2444,Castillo,2020,Antimicrob Agents Chemother,29593250,UK,Chemotherapy agent,Standard dose,Active comparator,483,517,binary,138,129,,,,,,,,12,59.1,9.5,67,63,Moderate-severe,Multiple,low,low,low,unclear,low,low,low,unclear,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2445,Mitchell,2022,Antimicrob Agents Chemother,36899522,Australia,Chemotherapy agent,Standard dose,Placebo,563,576,binary,285,239,,,,,,,,24,64.0,8.9,62,84,Severe,HTN,low,low,low,low,unclear,low,low,unclear,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2446,Parker,2010,Clin Infect Dis,17212307,Taiwan,Chemotherapy agent,Standard dose,Active comparator,639,591,binary,116,157,,,,,,,,48,66.4,10.3,60,79,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,no,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2447,Allen,2008,Gastroenterology,20331040,Germany,Chemotherapy agent,Standard dose,Placebo,738,749,binary,78,127,,,,,,,,36,59.6,12.7,56,45,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2448,Campbell,2023,Lancet Respir Med,19892655,China,Chemotherapy agent,Standard dose,Active comparator,778,550,binary,135,120,,,,,,,,12,64.7,11.2,45,74,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2449,Martinez,2020,J Antimicrob Chemother,30528699,Saudi Arabia,Chemotherapy agent,Standard dose,Placebo,332,479,binary,144,209,,,,,,,,12,69.9,11.5,73,57,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2450,Robinson,2013,Ann Rheum Dis,23659914,Portugal,Chemotherapy agent,Standard dose,Active comparator,687,577,binary,313,223,,,,,,,,24,66.1,9.8,51,55,Mild,COPD,low,low,low,low,low,low,low,low,no,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2451,Gomez,2018,J Antimicrob Chemother,36218098,South Africa,Chemotherapy agent,Standard dose,Active comparator,544,523,binary,215,253,,,,,,,,24,60.6,8.3,54,71,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2452,Lewis,2005,Circulation,28483122,Philippines,Chemotherapy agent,Standard dose,Placebo,372,357,binary,98,86,,,,,,,,60,65.0,10.2,67,70,Moderate,Obesity,low,low,low,low,unclear,low,low,unclear,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2453,Castillo,2011,Lancet Gastroenterol Hepatol,33612153,South Korea,Chemotherapy agent,Standard dose,Active comparator,416,652,binary,105,177,,,,,,,,48,63.0,9.6,60,75,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2454,Parker,2017,Am J Gastroenterol,17672417,Indonesia,Chemotherapy agent,Standard dose,Placebo,453,469,binary,79,130,,,,,,,,12,61.3,8.1,60,77,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2455,Scott,2019,J Clin Oncol,35843718,Japan,Chemotherapy agent,Standard dose,Placebo,778,527,binary,256,129,,,,,,,,48,62.5,13.3,73,45,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2456,Price,2006,Ann Neurol,23065539,UK,Chemotherapy agent,Standard dose,Placebo,300,560,binary,34,86,,,,,,,,60,67.9,10.1,68,81,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2457,Watson,2020,Pain,31583506,USA,Chemotherapy agent,Standard dose,Active comparator,351,727,binary,151,307,,,,,,,,36,59.7,8.9,74,79,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2458,Bennett,2007,Neurology,20362724,Greece,Chemotherapy agent,Standard dose,Placebo,445,735,binary,128,188,,,,,,,,60,63.1,9.4,73,49,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2459,Gray,2010,Stroke,29585044,Greece,Chemotherapy agent,Standard dose,Active comparator,615,667,binary,225,308,,,,,,,,60,66.8,13.5,58,68,Moderate-severe,CKD,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2460,Campbell,2018,Clin Cancer Res,22404471,Thailand,Chemotherapy agent,Standard dose,Placebo,736,462,binary,141,109,,,,,,,,36,63.9,9.2,57,63,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2461,Roberts,2017,Diabetes Care,21458243,UK,Chemotherapy agent,Standard dose,Placebo,528,715,binary,164,254,,,,,,,,60,56.6,13.3,53,81,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2462,Moore,2022,Eur Heart J,35031020,Egypt,Chemotherapy agent,Standard dose,Placebo,318,791,binary,66,227,,,,,,,,48,55.7,12.0,45,86,Moderate-severe,CKD,low,low,low,low,unclear,low,low,unclear,yes,no,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2463,Martin,2009,Chest,24325581,Germany,Chemotherapy agent,Standard dose,Placebo,593,443,binary,174,176,,,,,,,,60,69.3,9.6,56,70,Mild,None,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA146,RCT2464,Clark,2014,BMJ,35185016,Austria,Chemotherapy agent,Standard dose,Placebo,534,661,binary,236,238,,,,,,,,36,63.5,12.9,59,62,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Oncology,Hepatocellular carcinoma,Chemotherapy,Primary outcome
CMETA147,RCT2465,Davis,2014,J Pain,23274172,Portugal,LAMA agent,Standard dose,Placebo,637,777,survival,,,,,,,0.67,0.54,0.82,48,54.8,12.2,72,85,Moderate-severe,Obesity,low,low,low,low,low,low,low,low,no,no,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2466,Kim,2021,Gastroenterology,35012355,Switzerland,LAMA agent,Standard dose,Placebo,531,753,survival,,,,,,,0.68,0.61,0.79,36,66.8,10.9,75,86,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2467,Green,2022,Leukemia,24163996,Norway,LAMA agent,Standard dose,Placebo,308,392,survival,,,,,,,0.61,0.51,0.74,48,54.6,10.0,71,81,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2468,Gutierrez,2005,J Antimicrob Chemother,28458986,Canada,LAMA agent,Standard dose,Active comparator,482,375,survival,,,,,,,0.6,0.52,0.7,60,56.0,10.7,62,46,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2469,Evans,2010,Lancet,35844185,South Korea,LAMA agent,Standard dose,Active comparator,435,732,survival,,,,,,,0.72,0.59,0.85,36,66.5,8.9,58,59,Severe,CKD,low,low,low,low,low,low,low,low,yes,no,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2470,Sanders,2005,J Clin Endocrinol Metab,28007138,Colombia,LAMA agent,Standard dose,Placebo,453,689,survival,,,,,,,0.61,0.48,0.73,24,66.7,11.4,75,59,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2471,Lee,2020,JAMA Psychiatry,20462095,UAE,LAMA agent,Standard dose,Placebo,333,626,survival,,,,,,,0.77,0.66,0.93,48,55.2,10.7,70,47,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,no,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2472,Garcia,2014,Clin Cancer Res,29486917,Egypt,LAMA agent,Standard dose,Active comparator,652,526,survival,,,,,,,0.8,0.68,0.92,48,63.0,13.2,71,82,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2473,Brown,2007,J Antimicrob Chemother,23538365,Japan,LAMA agent,Standard dose,Placebo,626,775,survival,,,,,,,0.56,0.46,0.67,60,65.1,8.1,58,73,Moderate,CVD,low,low,low,low,low,low,low,low,no,no,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
CMETA147,RCT2474,Diaz,2020,Lancet Oncol,31237108,Singapore,LAMA agent,Standard dose,Placebo,558,482,survival,,,,,,,0.69,0.62,0.76,48,54.8,12.4,57,55,Severe,CKD,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,LAMA,Primary outcome
