cea_id,study_type,publication_year,country,perspective,therapeutic_area,intervention_type,model_type,time_horizon_years,intervention_cost_usd,comparator_cost_usd,incremental_cost_usd,intervention_qalys,comparator_qalys,incremental_qalys,icer_per_qaly,wtp_threshold,ce_conclusion,deterministic_sa_conducted,probabilistic_sa_conducted,prob_ce_at_wtp,discount_rate_costs,discount_rate_outcomes,cheers_quality_score,efficacy_from_rct,utility_data_source,half_cycle_correction,scenario_analyses_n,subgroup_analyses,equity_considerations,funding_source
CEA0344,Cost-Benefit Analysis (CBA),2015,Netherlands,Government,Oncology,Digital Health,Hybrid,Lifetime,44371.61,88327.56,-43955.95,7.1505,9.6718,-2.5212,17434.31,80000,Highly Cost-Effective,True,True,0.516,0.035,0.03,24,True,EQ-5D,False,2,True,False,Government
CEA0345,Budget Impact Analysis (BIA),2023,Japan,Societal,Respiratory,Screening,Hybrid,5,105107.43,4986.57,100120.86,6.6516,6.1522,0.4994,200500.15,80000,Not Cost-Effective,True,True,0.61,0.03,0.04,19,True,EQ-5D,False,3,False,False,Industry
CEA0346,Cost-Minimization Analysis (CMA),2024,UK,Government,Rheumatology,Diagnostic,Markov,5,55746.58,60478.2,-4731.62,14.2791,5.0053,9.2737,-510.22,50000,Dominant,True,True,0.676,0.03,0.05,14,True,EQ-5D,True,5,True,False,Industry
CEA0347,Budget Impact Analysis (BIA),2020,Japan,Patient,Rheumatology,Screening,Decision Tree,5,172990.68,149194.42,23796.26,5.1913,5.6571,-0.4658,-51086.34,80000,Dominant,True,True,0.533,0.05,0.035,22,True,HUI,True,9,False,True,Government
CEA0348,Cost-Effectiveness Analysis (CEA),2024,South Korea,Patient,Diabetes,Prevention,Hybrid,30,158548.6,122493.62,36054.98,6.7146,7.0815,-0.3669,-98270.94,80000,Dominant,True,True,0.817,0.05,0.03,22,True,HUI,False,3,True,True,Industry
CEA0349,Cost-Minimization Analysis (CMA),2020,Italy,Patient,Cardiology,Surgical,Hybrid,10,131954.35,33975.56,97978.79,5.6365,4.1102,1.5263,64194.54,80000,Cost-Effective,True,True,0.476,0.035,0.04,22,False,HUI,False,6,True,True,Mixed
CEA0350,Cost-Benefit Analysis (CBA),2024,Spain,Hospital,Respiratory,Behavioral,Hybrid,20,27291.01,35966.22,-8675.21,10.713,2.6225,8.0905,-1072.28,80000,Dominant,True,True,0.822,0.035,0.035,19,True,Expert Opinion,True,7,False,False,Industry
CEA0351,Budget Impact Analysis (BIA),2019,Netherlands,Healthcare payer,Cardiology,Prevention,Markov,5,180223.5,52889.13,127334.37,3.3541,2.2953,1.0589,120254.68,80000,Not Cost-Effective,True,True,0.394,0.035,0.05,12,True,EQ-5D,False,1,False,False,Industry
CEA0352,Budget Impact Analysis (BIA),2017,Sweden,Government,Diabetes,Screening,Discrete Event Simulation,5,199854.26,100987.23,98867.02,9.128,13.4581,-4.3301,-22832.64,80000,Dominant,True,True,0.444,0.035,0.04,22,True,Expert Opinion,False,9,True,False,Industry
CEA0353,Cost-Benefit Analysis (CBA),2017,Germany,Hospital,Vaccines,Diagnostic,Decision Tree,Lifetime,57051.15,34554.88,22496.28,13.1869,13.0843,0.1026,219293.59,80000,Not Cost-Effective,True,True,0.461,0.04,0.03,14,True,SF-6D,True,1,True,False,Government
CEA0354,Cost-Minimization Analysis (CMA),2020,Netherlands,Hospital,Rare Diseases,Diagnostic,Discrete Event Simulation,5,66859.63,5059.66,61799.97,12.9357,7.8981,5.0376,12267.86,80000,Highly Cost-Effective,True,True,0.596,0.05,0.035,23,False,SF-6D,True,6,False,True,Government
CEA0355,Budget Impact Analysis (BIA),2017,Japan,Government,Cardiology,Behavioral,Markov,Lifetime,136719.45,104958.74,31760.71,8.5258,7.2181,1.3077,24287.26,80000,Highly Cost-Effective,True,True,0.562,0.04,0.03,18,False,HUI,False,9,False,True,Industry
CEA0356,Cost-Effectiveness Analysis (CEA),2020,Germany,Hospital,Cardiology,Device,Decision Tree,1,59480.34,3439.56,56040.78,8.6749,11.2231,-2.5482,-21992.64,80000,Dominant,True,False,,0.04,0.03,24,False,SF-6D,True,4,True,True,Industry
CEA0357,Cost-Utility Analysis (CUA),2017,Germany,Hospital,Diabetes,Behavioral,Hybrid,1,185173.45,109221.84,75951.61,13.8034,11.2398,2.5636,29627.35,80000,Highly Cost-Effective,True,True,0.478,0.035,0.035,22,True,SF-6D,True,7,True,False,Industry
CEA0358,Cost-Benefit Analysis (CBA),2024,Australia,Societal,Vaccines,Device,Decision Tree,Lifetime,131717.53,117376.76,14340.77,10.271,2.8509,7.4201,1932.69,80000,Highly Cost-Effective,True,True,0.33,0.03,0.05,18,False,Expert Opinion,True,0,False,True,Industry
CEA0359,Cost-Effectiveness Analysis (CEA),2019,Spain,Patient,Respiratory,Behavioral,Markov,Lifetime,76455.13,148461.39,-72006.26,14.6024,4.2762,10.3262,-6973.17,80000,Dominant,True,True,0.828,0.03,0.03,22,True,Expert Opinion,False,7,False,False,Industry
CEA0360,Cost-Effectiveness Analysis (CEA),2017,South Korea,Societal,Infectious Disease,Behavioral,Decision Tree,Lifetime,149586.37,22328.55,127257.82,13.7396,3.8311,9.9085,12843.35,80000,Highly Cost-Effective,True,True,0.902,0.035,0.035,15,True,SF-6D,False,5,False,False,Industry
CEA0361,Cost-Minimization Analysis (CMA),2016,Germany,Government,Oncology,Surgical,Decision Tree,10,154483.25,7144.3,147338.95,13.7412,12.6714,1.0698,137722.93,80000,Not Cost-Effective,True,True,0.512,0.03,0.05,19,False,Expert Opinion,True,8,True,True,Government
CEA0362,Cost-Minimization Analysis (CMA),2021,Australia,Societal,Rheumatology,Surgical,Discrete Event Simulation,30,146418.64,41114.19,105304.45,8.9624,2.3335,6.6289,15885.77,80000,Highly Cost-Effective,True,True,0.435,0.03,0.05,20,True,SF-6D,False,0,False,False,Independent
CEA0363,Cost-Utility Analysis (CUA),2024,South Korea,Patient,Infectious Disease,Screening,Discrete Event Simulation,Lifetime,142879.08,133867.58,9011.5,6.9825,12.3272,-5.3447,-1686.07,80000,Dominant,True,True,0.394,0.03,0.035,21,True,EQ-5D,False,6,True,False,Government
CEA0364,Budget Impact Analysis (BIA),2019,Sweden,Societal,Neurology,Diagnostic,Decision Tree,30,162237.65,42789.31,119448.34,3.4139,3.3192,0.0947,1261843.17,80000,Not Cost-Effective,True,True,0.634,0.035,0.03,23,False,HUI,True,9,False,True,Independent
CEA0365,Budget Impact Analysis (BIA),2017,South Korea,Government,Infectious Disease,Diagnostic,Markov,Lifetime,169284.93,147004.57,22280.36,6.3738,11.6106,-5.2368,-4254.59,80000,Dominant,True,True,0.402,0.05,0.035,23,True,HUI,True,4,False,False,Government
CEA0366,Cost-Effectiveness Analysis (CEA),2023,UK,Healthcare payer,Vaccines,Screening,Discrete Event Simulation,Lifetime,57782.36,28769.18,29013.18,5.0038,10.7417,-5.7379,-5056.42,50000,Dominant,True,True,0.868,0.05,0.04,18,False,EQ-5D,False,3,True,False,Industry
CEA0367,Cost-Effectiveness Analysis (CEA),2015,Japan,Hospital,Neurology,Diagnostic,Discrete Event Simulation,10,181221.34,76855.72,104365.62,6.6605,8.1345,-1.474,-70806.12,80000,Dominant,True,True,0.469,0.05,0.03,13,True,HUI,False,3,False,True,Independent
CEA0368,Cost-Minimization Analysis (CMA),2024,Australia,Hospital,Respiratory,Digital Health,Decision Tree,1,172012.96,18735.18,153277.78,4.8712,8.528,-3.6569,-41915.2,80000,Dominant,True,True,0.25,0.04,0.05,17,True,Expert Opinion,False,9,True,False,Industry
CEA0369,Cost-Utility Analysis (CUA),2023,Canada,Societal,Diabetes,Surgical,Markov,5,54386.44,140139.55,-85753.11,11.1849,9.9834,1.2015,-71369.03,80000,Dominant,True,False,,0.035,0.035,17,True,Expert Opinion,True,2,True,False,Government
CEA0370,Cost-Utility Analysis (CUA),2024,France,Government,Infectious Disease,Pharmaceutical,Hybrid,20,22004.28,8001.04,14003.24,3.2746,7.174,-3.8994,-3591.13,80000,Dominant,True,True,0.543,0.04,0.03,19,False,SF-6D,False,0,False,False,Industry
CEA0371,Cost-Minimization Analysis (CMA),2021,Sweden,Hospital,Oncology,Screening,Decision Tree,10,151581.9,130544.17,21037.73,5.0871,2.3437,2.7434,7668.48,80000,Highly Cost-Effective,True,False,,0.04,0.035,24,True,Literature,True,1,False,True,Government
CEA0372,Cost-Minimization Analysis (CMA),2016,UK,Patient,Mental Health,Behavioral,Markov,10,180692.95,19597.6,161095.35,5.4522,6.8966,-1.4443,-111535.76,50000,Dominant,True,True,0.791,0.04,0.05,20,False,SF-6D,True,9,True,False,Mixed
CEA0373,Cost-Effectiveness Analysis (CEA),2023,Japan,Healthcare payer,Infectious Disease,Device,Markov,30,163494.45,40212.98,123281.47,3.1295,3.858,-0.7285,-169223.23,80000,Dominant,False,True,0.634,0.03,0.035,14,True,Literature,True,0,False,False,Mixed
CEA0374,Cost-Utility Analysis (CUA),2020,France,Societal,Infectious Disease,Surgical,Decision Tree,Lifetime,143089.44,29251.22,113838.22,13.0634,5.1736,7.8898,14428.51,80000,Highly Cost-Effective,True,False,,0.04,0.035,22,True,SF-6D,True,2,False,True,Industry
CEA0375,Cost-Effectiveness Analysis (CEA),2015,Australia,Societal,Neurology,Diagnostic,Decision Tree,Lifetime,168224.55,39035.1,129189.45,14.4941,6.9992,7.4949,17236.9,80000,Highly Cost-Effective,True,True,0.885,0.03,0.05,16,False,SF-6D,False,9,True,False,Industry
CEA0376,Budget Impact Analysis (BIA),2018,Netherlands,Healthcare payer,Rheumatology,Behavioral,Discrete Event Simulation,20,40457.94,60546.06,-20088.12,10.4904,5.7906,4.6998,-4274.28,80000,Dominant,True,True,0.589,0.035,0.05,21,True,SF-6D,False,4,False,False,Government
CEA0377,Cost-Minimization Analysis (CMA),2016,UK,Patient,Infectious Disease,Screening,Markov,1,128416.73,100770.46,27646.28,11.7107,11.7092,0.0015,,50000,Inconclusive,True,True,0.799,0.05,0.035,24,True,SF-6D,True,6,False,False,Government
CEA0378,Cost-Minimization Analysis (CMA),2015,UK,Societal,Diabetes,Diagnostic,Markov,Lifetime,76641.68,10138.65,66503.03,14.8557,9.4857,5.37,12384.24,50000,Highly Cost-Effective,True,True,0.59,0.03,0.035,13,True,SF-6D,True,3,False,False,Industry
CEA0379,Cost-Effectiveness Analysis (CEA),2023,Germany,Healthcare payer,Diabetes,Diagnostic,Decision Tree,Lifetime,161890.17,147339.22,14550.95,5.2729,5.5255,-0.2526,-57594.24,80000,Dominant,True,False,,0.05,0.05,15,True,HUI,False,8,True,True,Industry
CEA0380,Cost-Minimization Analysis (CMA),2018,South Korea,Hospital,Infectious Disease,Screening,Hybrid,5,156552.86,56747.89,99804.97,8.1929,6.3395,1.8534,53849.66,80000,Cost-Effective,True,True,0.789,0.04,0.03,22,True,HUI,False,7,False,True,Mixed
CEA0381,Cost-Minimization Analysis (CMA),2018,Australia,Societal,Cardiology,Screening,Markov,Lifetime,176261.06,44750.58,131510.48,4.0365,3.0438,0.9926,132485.08,80000,Not Cost-Effective,True,False,,0.05,0.05,14,True,SF-6D,True,5,True,False,Industry
CEA0382,Cost-Effectiveness Analysis (CEA),2024,Spain,Healthcare payer,Mental Health,Behavioral,Discrete Event Simulation,20,49841.7,130587.19,-80745.49,10.8149,9.7123,1.1025,-73236.35,80000,Dominant,True,True,0.356,0.035,0.05,15,True,Expert Opinion,True,6,True,False,Industry
CEA0383,Budget Impact Analysis (BIA),2021,Italy,Government,Cardiology,Screening,Decision Tree,10,115091.83,144826.72,-29734.89,4.2393,7.5221,-3.2828,9057.86,80000,Highly Cost-Effective,True,True,0.628,0.05,0.05,14,False,EQ-5D,True,8,True,True,Government
CEA0384,Cost-Minimization Analysis (CMA),2017,Spain,Patient,Vaccines,Device,Decision Tree,1,17762.33,70634.37,-52872.04,8.2232,6.038,2.1851,-24196.33,80000,Dominant,True,True,0.746,0.03,0.035,12,False,Expert Opinion,False,5,False,False,Industry
CEA0385,Cost-Effectiveness Analysis (CEA),2023,France,Healthcare payer,Infectious Disease,Digital Health,Discrete Event Simulation,20,26761.96,49935.21,-23173.25,6.797,11.6198,-4.8228,4804.96,80000,Highly Cost-Effective,True,True,0.944,0.05,0.03,23,True,Literature,False,4,True,False,Government
CEA0386,Cost-Benefit Analysis (CBA),2019,France,Societal,Oncology,Device,Hybrid,Lifetime,189422.25,127138.85,62283.41,10.1096,6.8151,3.2945,18905.35,80000,Highly Cost-Effective,True,True,0.746,0.04,0.05,19,True,HUI,False,1,False,True,Industry
CEA0387,Cost-Effectiveness Analysis (CEA),2018,Australia,Healthcare payer,Oncology,Prevention,Discrete Event Simulation,5,151473.65,47471.65,104002.0,14.7446,11.1023,3.6423,28553.72,80000,Highly Cost-Effective,True,True,0.723,0.04,0.035,15,True,Literature,True,6,False,False,Industry
CEA0388,Budget Impact Analysis (BIA),2017,Canada,Healthcare payer,Cardiology,Prevention,Decision Tree,5,162218.76,124746.45,37472.31,3.6528,10.5433,-6.8905,-5438.26,80000,Dominant,True,True,0.312,0.03,0.035,14,False,EQ-5D,False,2,True,False,Government
CEA0389,Cost-Effectiveness Analysis (CEA),2017,South Korea,Government,Mental Health,Device,Hybrid,20,122710.2,56223.35,66486.86,3.4873,4.789,-1.3018,-51074.45,80000,Dominant,True,False,,0.04,0.05,13,True,Expert Opinion,True,7,False,False,Government
CEA0390,Budget Impact Analysis (BIA),2022,Sweden,Patient,Infectious Disease,Device,Markov,30,188778.21,118056.64,70721.57,5.4115,9.6473,-4.2358,-16696.23,80000,Dominant,True,True,0.713,0.04,0.03,18,True,Literature,False,7,True,True,Government
CEA0391,Cost-Effectiveness Analysis (CEA),2022,Netherlands,Patient,Respiratory,Device,Decision Tree,10,177441.06,12487.1,164953.96,14.3444,2.9235,11.4209,14443.17,80000,Highly Cost-Effective,False,True,0.586,0.03,0.03,12,True,Expert Opinion,False,8,False,True,Government
CEA0392,Budget Impact Analysis (BIA),2022,Netherlands,Patient,Oncology,Diagnostic,Hybrid,Lifetime,86066.16,126100.66,-40034.49,9.3691,11.1783,-1.8091,22129.01,80000,Highly Cost-Effective,True,True,0.705,0.03,0.03,17,False,HUI,False,8,False,False,Industry
CEA0393,Cost-Utility Analysis (CUA),2016,UK,Patient,Oncology,Diagnostic,Markov,1,146240.8,97912.2,48328.6,3.6876,2.2691,1.4184,34071.97,50000,Cost-Effective,True,True,0.874,0.035,0.05,23,True,Literature,True,6,False,False,Industry
CEA0394,Cost-Minimization Analysis (CMA),2018,Netherlands,Societal,Rare Diseases,Pharmaceutical,Discrete Event Simulation,Lifetime,26037.68,56948.38,-30910.7,9.4912,2.873,6.6182,-4670.55,80000,Dominant,True,False,,0.05,0.035,15,True,SF-6D,False,0,False,False,Government
CEA0395,Budget Impact Analysis (BIA),2019,France,Hospital,Infectious Disease,Pharmaceutical,Markov,10,16580.26,83917.54,-67337.28,5.2021,10.2026,-5.0005,13466.15,80000,Highly Cost-Effective,True,False,,0.035,0.05,13,True,SF-6D,False,6,False,False,Industry
CEA0396,Cost-Effectiveness Analysis (CEA),2018,France,Hospital,Diabetes,Screening,Discrete Event Simulation,Lifetime,70968.49,44071.49,26897.0,11.0222,11.9376,-0.9154,-29383.36,80000,Dominant,True,True,0.828,0.035,0.035,19,True,Expert Opinion,True,2,True,False,Industry
CEA0397,Budget Impact Analysis (BIA),2019,South Korea,Healthcare payer,Rare Diseases,Screening,Decision Tree,5,158476.76,50301.79,108174.97,5.1672,5.3544,-0.1872,-577887.92,80000,Dominant,True,True,0.832,0.03,0.04,19,False,Expert Opinion,True,1,False,False,Government
CEA0398,Cost-Benefit Analysis (CBA),2023,Netherlands,Societal,Oncology,Surgical,Decision Tree,20,184001.77,53859.15,130142.62,11.3417,9.784,1.5577,83549.54,80000,Marginally Cost-Effective,True,True,0.606,0.03,0.035,24,True,HUI,False,2,False,False,Mixed
CEA0399,Cost-Effectiveness Analysis (CEA),2019,Australia,Government,Infectious Disease,Screening,Markov,30,168347.46,112080.96,56266.51,6.3591,9.6778,-3.3187,-16954.22,80000,Dominant,True,True,0.587,0.04,0.04,15,True,SF-6D,False,4,True,True,Government
CEA0400,Cost-Minimization Analysis (CMA),2021,Japan,Healthcare payer,Mental Health,Device,Discrete Event Simulation,20,145750.22,64181.89,81568.33,3.0187,10.8172,-7.7985,-10459.5,80000,Dominant,True,True,0.639,0.05,0.04,15,True,Expert Opinion,True,2,True,False,Industry
CEA0401,Budget Impact Analysis (BIA),2024,Spain,Societal,Cardiology,Pharmaceutical,Discrete Event Simulation,5,131795.9,146557.86,-14761.95,3.6869,7.1135,-3.4266,4308.1,80000,Highly Cost-Effective,True,True,0.463,0.03,0.04,13,False,SF-6D,False,7,False,False,Government
CEA0402,Cost-Minimization Analysis (CMA),2023,France,Patient,Vaccines,Prevention,Discrete Event Simulation,20,175445.58,126206.32,49239.26,12.4323,2.1655,10.2669,4795.95,80000,Highly Cost-Effective,True,True,0.714,0.03,0.03,22,True,HUI,True,6,False,False,Independent
CEA0403,Budget Impact Analysis (BIA),2023,South Korea,Societal,Respiratory,Prevention,Markov,30,135072.57,26055.2,109017.37,5.1804,3.3231,1.8573,58696.2,80000,Cost-Effective,True,True,0.539,0.03,0.05,23,True,HUI,True,8,True,False,Independent
CEA0404,Cost-Minimization Analysis (CMA),2022,Australia,Healthcare payer,Rheumatology,Pharmaceutical,Discrete Event Simulation,20,192098.56,62303.19,129795.38,11.7277,4.2086,7.5192,17261.95,80000,Highly Cost-Effective,True,True,0.568,0.05,0.05,17,True,EQ-5D,False,5,False,False,Government
CEA0405,Cost-Utility Analysis (CUA),2015,Spain,Government,Mental Health,Device,Discrete Event Simulation,Lifetime,47508.02,38299.42,9208.59,11.6469,11.5212,0.1257,73245.2,80000,Cost-Effective,True,False,,0.05,0.03,24,True,HUI,False,6,False,False,Mixed
CEA0406,Cost-Minimization Analysis (CMA),2017,UK,Hospital,Rheumatology,Digital Health,Markov,Lifetime,126944.29,122625.96,4318.34,3.3442,2.9376,0.4067,10619.18,50000,Highly Cost-Effective,True,True,0.649,0.03,0.035,24,True,Literature,False,8,False,True,Industry
CEA0407,Budget Impact Analysis (BIA),2020,Japan,Patient,Rheumatology,Digital Health,Hybrid,30,7082.11,128997.49,-121915.38,7.62,13.6982,-6.0782,20057.84,80000,Highly Cost-Effective,True,False,,0.04,0.03,23,True,HUI,False,5,False,True,Industry
CEA0408,Cost-Utility Analysis (CUA),2022,Netherlands,Hospital,Vaccines,Digital Health,Discrete Event Simulation,30,193249.27,34434.43,158814.83,3.8891,7.1194,-3.2303,-49164.27,80000,Dominant,True,True,0.931,0.03,0.05,21,True,EQ-5D,False,7,False,False,Industry
CEA0409,Budget Impact Analysis (BIA),2017,USA,Hospital,Mental Health,Prevention,Decision Tree,10,156232.49,98258.68,57973.8,8.1191,13.6928,-5.5737,-10401.3,100000,Dominant,True,True,0.546,0.05,0.035,21,False,SF-6D,False,0,True,True,Industry
CEA0410,Cost-Utility Analysis (CUA),2020,Spain,Hospital,Mental Health,Prevention,Hybrid,20,88272.12,30105.92,58166.2,7.7183,7.854,-0.1357,-428624.98,80000,Dominant,True,False,,0.04,0.05,18,True,HUI,False,6,False,False,Government
CEA0411,Cost-Benefit Analysis (CBA),2019,Italy,Societal,Cardiology,Pharmaceutical,Decision Tree,Lifetime,17884.62,16619.3,1265.32,6.5881,4.5383,2.0498,617.28,80000,Highly Cost-Effective,False,True,0.404,0.035,0.03,22,False,EQ-5D,False,6,False,False,Industry
CEA0412,Cost-Benefit Analysis (CBA),2023,Canada,Societal,Rare Diseases,Diagnostic,Discrete Event Simulation,Lifetime,10852.38,60093.6,-49241.22,3.3195,12.0737,-8.7542,5624.87,80000,Highly Cost-Effective,True,True,0.679,0.035,0.04,15,True,Literature,True,7,True,False,Industry
CEA0413,Budget Impact Analysis (BIA),2021,UK,Societal,Cardiology,Screening,Markov,10,94129.84,18392.61,75737.22,13.0271,7.0069,6.0202,12580.58,50000,Highly Cost-Effective,True,False,,0.05,0.05,16,False,Literature,False,2,False,False,Industry
CEA0414,Cost-Minimization Analysis (CMA),2018,USA,Societal,Mental Health,Surgical,Discrete Event Simulation,Lifetime,84319.82,79313.68,5006.14,3.2292,7.96,-4.7308,-1058.21,100000,Dominant,True,False,,0.04,0.03,21,False,Literature,False,3,False,False,Industry
CEA0415,Cost-Effectiveness Analysis (CEA),2020,UK,Hospital,Oncology,Device,Hybrid,Lifetime,177203.26,131573.01,45630.26,8.3462,4.9546,3.3915,13454.16,50000,Highly Cost-Effective,True,True,0.84,0.05,0.04,14,True,Literature,True,5,False,False,Government
CEA0416,Cost-Utility Analysis (CUA),2022,Sweden,Government,Infectious Disease,Diagnostic,Discrete Event Simulation,30,174817.17,32213.52,142603.65,6.5284,10.4791,-3.9507,-36095.59,80000,Dominant,True,False,,0.03,0.05,20,False,Literature,True,2,False,True,Industry
CEA0417,Cost-Utility Analysis (CUA),2015,France,Societal,Vaccines,Surgical,Hybrid,5,10267.13,46240.44,-35973.31,11.1093,3.622,7.4873,-4804.59,80000,Dominant,True,True,0.771,0.03,0.03,21,True,EQ-5D,True,6,False,False,Government
CEA0418,Cost-Utility Analysis (CUA),2016,South Korea,Healthcare payer,Infectious Disease,Behavioral,Discrete Event Simulation,1,148255.78,41280.17,106975.61,12.8934,12.7095,0.1839,581665.31,80000,Not Cost-Effective,True,True,0.62,0.035,0.035,12,True,HUI,False,2,False,False,Mixed
CEA0419,Budget Impact Analysis (BIA),2023,Netherlands,Government,Rare Diseases,Pharmaceutical,Decision Tree,1,5791.46,7052.56,-1261.11,3.3554,11.6082,-8.2528,152.81,80000,Highly Cost-Effective,True,True,0.965,0.035,0.03,15,False,HUI,False,5,True,False,Industry
CEA0420,Cost-Benefit Analysis (CBA),2021,USA,Government,Rare Diseases,Diagnostic,Hybrid,20,13843.48,93451.65,-79608.17,12.7668,13.9094,-1.1425,69676.6,100000,Cost-Effective,True,True,0.657,0.04,0.035,20,True,HUI,True,7,False,False,Industry
CEA0421,Cost-Benefit Analysis (CBA),2023,Australia,Patient,Vaccines,Diagnostic,Decision Tree,20,74611.34,80125.53,-5514.19,3.2474,8.0918,-4.8444,1138.25,80000,Highly Cost-Effective,True,False,,0.05,0.05,14,False,Literature,True,8,False,True,Industry
CEA0422,Budget Impact Analysis (BIA),2020,France,Societal,Diabetes,Surgical,Discrete Event Simulation,10,72478.32,29012.1,43466.22,7.4328,12.2459,-4.8131,-9030.78,80000,Dominant,True,True,0.488,0.035,0.05,21,False,Literature,True,3,False,True,Government
