hta_id,agency,assessment_date,assessment_year,technology_category,therapeutic_area,n_rcts,n_observational_studies,total_patients_evidence,primary_endpoint_met,effect_size,serious_adverse_events_rate,discontinuation_rate,icer_per_qaly,willingness_to_pay_threshold,budget_impact_annual,certainty_of_evidence,cost_effectiveness_score,clinical_benefit_score,innovation_score,decision,reimbursement_rate,time_to_decision_months,market_exclusivity_years,managed_entry_agreement,manufacturer_appeals
HTA0366,CADTH (Canada),2020-08-06,2020,Medical Devices,Hematology,13,4,452,True,1.467,0.0674,0.1482,123968.01,100000,58847653.44,Moderate,3.87,7.58,3.59,Restricted,0.721,8,17,True,False
HTA0367,IQWIG (Germany),2020-05-24,2020,Diagnostic Tests,Hematology,6,13,1979,False,0.318,0.0931,0.3327,56676.62,100000,10993820.48,Very Low,6.87,5.1,4.58,Restricted,0.597,6,11,False,False
HTA0368,CADTH (Canada),2024-03-15,2024,Rehabilitation Technologies,Hematology,2,8,3260,True,1.315,0.1444,0.2202,78215.26,100000,18464779.13,Low,5.88,2.18,7.9,Restricted,0.78,20,18,False,False
HTA0369,CVZ (Netherlands),2023-01-09,2023,Immunotherapy,Immunology,19,13,9576,True,0.72,0.102,0.3281,71165.94,100000,17906057.74,Moderate,5.58,2.33,6.5,Conditional,0.526,19,19,False,False
HTA0370,TLV (Sweden),2021-08-09,2021,Rehabilitation Technologies,Rheumatology,10,3,9361,True,1.185,0.0276,0.3176,46279.73,100000,88873224.62,Moderate,2.29,7.26,2.48,Conditional,0.601,4,13,True,False
HTA0371,IQWIG (Germany),2020-05-06,2020,Surgical Procedures,Cardiology,7,14,4402,True,1.937,0.2148,0.37,43466.34,100000,90491353.45,Moderate,5.97,1.45,1.39,Not Recommended,0.0,18,12,False,True
HTA0372,SMC (Scotland),2023-06-24,2023,Pharmaceuticals,Rheumatology,22,4,7102,True,0.955,0.0952,0.1622,144767.82,100000,64516388.44,High,4.87,8.88,3.71,Restricted,0.528,3,0,True,False
HTA0373,SMC (Scotland),2022-11-28,2022,Preventive Interventions,Immunology,1,4,1932,True,1.135,0.078,0.3819,127157.3,100000,72514977.26,High,1.96,5.44,2.45,Conditional,0.691,19,18,False,False
HTA0374,HAS (France),2018-12-14,2018,Medical Devices,Hematology,4,12,9876,True,2.241,0.2099,0.1541,119447.14,100000,4090142.47,Very Low,5.74,3.73,4.26,Conditional,0.327,18,1,False,False
HTA0375,NCPE (Ireland),2021-01-25,2021,Preventive Interventions,Rheumatology,15,13,2208,False,-0.311,0.1476,0.1253,129935.62,100000,94276359.99,Moderate,4.17,3.11,1.45,Not Recommended,0.0,22,10,False,True
HTA0376,CADTH (Canada),2024-01-13,2024,Gene Therapy,Rheumatology,11,13,3910,True,0.912,0.1796,0.3792,52751.59,100000,5177846.39,Moderate,5.9,2.52,7.84,Restricted,0.795,15,0,True,False
HTA0377,PBAC (Australia),2023-05-09,2023,Medical Devices,Oncology,13,10,9504,True,1.582,0.1346,0.1543,66268.21,100000,30535436.62,Moderate,2.47,4.26,3.26,Conditional,0.573,21,12,True,False
HTA0378,SMC (Scotland),2019-02-18,2019,Medical Devices,Respiratory,11,14,3972,False,-0.476,0.0937,0.3026,16612.98,100000,19133783.22,Low,6.04,7.65,8.31,Restricted,0.539,8,10,False,False
HTA0379,HAS (France),2023-06-05,2023,Pharmaceuticals,Respiratory,11,3,7326,False,0.471,0.0522,0.259,66506.83,100000,45222183.45,Moderate,8.43,5.37,5.89,Restricted,0.591,19,11,False,False
HTA0380,NCPE (Ireland),2019-12-21,2019,Digital Health,Endocrinology,20,2,9575,True,1.703,0.0232,0.3608,106933.8,100000,22396473.84,Moderate,4.88,8.36,8.59,Restricted,0.656,21,0,False,False
HTA0381,CVZ (Netherlands),2018-02-27,2018,Rehabilitation Technologies,Endocrinology,1,5,4582,False,0.261,0.0504,0.3418,33290.78,100000,89368521.48,Moderate,7.09,5.48,1.85,Conditional,0.416,5,0,True,False
HTA0382,SMC (Scotland),2023-01-25,2023,Diagnostic Tests,Oncology,14,11,4339,True,2.105,0.2103,0.3416,106235.21,100000,29850098.73,Moderate,3.78,1.18,6.24,Conditional,0.58,22,9,False,False
HTA0383,TLV (Sweden),2021-02-17,2021,Diagnostic Tests,Cardiology,19,6,9283,True,2.133,0.2052,0.3852,133145.49,100000,93399612.49,Low,7.24,2.53,3.45,Conditional,0.385,23,6,True,False
HTA0384,NICE (UK),2021-02-05,2021,Screening Programs,Endocrinology,1,8,8073,True,2.339,0.1096,0.1644,92969.95,50000,93114411.45,Low,9.96,1.2,2.02,Conditional,0.544,22,9,False,False
HTA0385,CVZ (Netherlands),2021-03-26,2021,Preventive Interventions,Neurology,9,9,790,False,0.431,0.1995,0.3032,44736.03,100000,84750560.35,Moderate,3.45,4.46,8.52,Restricted,0.545,3,6,False,False
HTA0386,NCPE (Ireland),2018-09-25,2018,Rehabilitation Technologies,Infectious Disease,1,1,4470,True,2.468,0.05,0.0663,118032.09,100000,26006014.66,Low,7.34,9.51,4.68,Restricted,0.699,10,16,True,False
HTA0387,TLV (Sweden),2023-10-24,2023,Pharmaceuticals,Endocrinology,14,2,3972,True,0.678,0.0921,0.3413,44845.68,100000,73582149.29,High,9.56,6.6,7.36,Recommended,0.86,6,10,False,False
HTA0388,CADTH (Canada),2022-06-09,2022,Pharmaceuticals,Neurology,9,8,6014,True,1.525,0.1102,0.3057,80670.03,100000,8343443.36,Moderate,8.56,7.52,9.05,Recommended,0.824,21,7,False,False
HTA0389,G-BA (Germany),2019-05-23,2019,Rehabilitation Technologies,Hematology,8,2,3509,False,-0.187,0.2295,0.3442,127907.85,100000,77385402.88,Low,8.25,6.42,3.66,Restricted,0.766,8,15,False,False
HTA0390,NICE (UK),2022-08-24,2022,Digital Health,Hematology,5,11,6412,False,-0.153,0.1735,0.1805,26107.29,50000,41204888.07,High,6.19,1.37,5.75,Conditional,0.655,7,13,True,False
HTA0391,IQWIG (Germany),2020-06-10,2020,Medical Devices,Respiratory,13,8,5829,True,0.139,0.1914,0.2741,22383.76,100000,48868684.67,Low,8.01,1.18,9.01,Restricted,0.671,10,0,True,False
HTA0392,CADTH (Canada),2020-07-23,2020,Digital Health,Hematology,24,14,6312,True,0.573,0.0766,0.275,105456.17,100000,87225792.39,Moderate,7.93,6.05,8.95,Recommended,0.906,6,9,False,False
HTA0393,NICE (UK),2024-08-03,2024,Digital Health,Oncology,3,6,2887,True,0.947,0.0325,0.3188,113347.57,50000,31858628.83,Moderate,8.54,1.65,8.93,Restricted,0.577,6,10,True,False
HTA0394,TLV (Sweden),2021-01-20,2021,Diagnostic Tests,Immunology,13,0,8808,False,0.145,0.0953,0.0672,9503.25,100000,55863944.29,Low,5.84,8.57,1.3,Restricted,0.61,16,9,False,False
HTA0395,PBAC (Australia),2019-02-13,2019,Immunotherapy,Rheumatology,13,2,1429,True,0.032,0.0363,0.2485,139608.69,100000,6423917.74,Moderate,7.37,5.16,8.26,Restricted,0.554,13,7,False,False
HTA0396,HAS (France),2022-10-27,2022,Gene Therapy,Infectious Disease,19,11,1195,True,1.311,0.0493,0.3076,48678.54,100000,46875709.87,Low,2.54,7.67,3.72,Conditional,0.565,14,8,True,False
HTA0397,SMC (Scotland),2022-06-25,2022,Pharmaceuticals,Immunology,18,5,1461,True,1.342,0.0311,0.187,108431.65,100000,66282901.44,Low,3.54,4.4,1.93,Conditional,0.588,3,15,True,False
HTA0398,G-BA (Germany),2020-05-07,2020,Immunotherapy,Immunology,14,2,784,True,0.867,0.0174,0.3577,6886.48,100000,94530257.94,Moderate,4.08,9.32,1.22,Conditional,0.533,21,0,False,False
HTA0399,G-BA (Germany),2020-12-06,2020,Surgical Procedures,Hematology,6,6,6044,True,0.29,0.0191,0.0931,148020.74,100000,32206457.0,High,1.96,7.48,8.69,Restricted,0.577,5,6,False,False
HTA0400,HAS (France),2024-05-27,2024,Pharmaceuticals,Hematology,2,0,9550,True,0.563,0.1015,0.1941,110499.0,100000,45712260.56,Low,9.5,4.02,6.05,Restricted,0.529,22,17,True,False
HTA0401,SMC (Scotland),2024-01-03,2024,Gene Therapy,Infectious Disease,5,5,5620,True,0.733,0.0668,0.3055,24102.85,100000,68343537.63,Low,3.06,8.8,1.3,Conditional,0.665,11,9,True,False
HTA0402,NCPE (Ireland),2019-10-16,2019,Diagnostic Tests,Infectious Disease,23,12,9547,True,0.09,0.0233,0.1193,6334.13,100000,63098581.66,Moderate,9.76,2.74,4.11,Restricted,0.607,9,17,True,False
HTA0403,IQWIG (Germany),2020-01-02,2020,Preventive Interventions,Gastroenterology,15,13,7488,False,-0.113,0.1653,0.0657,12836.91,100000,46265811.54,Moderate,8.99,1.94,8.4,Restricted,0.563,13,17,False,False
HTA0404,NICE (UK),2020-04-13,2020,Preventive Interventions,Respiratory,22,2,5503,False,0.483,0.1058,0.1954,64154.58,50000,33130856.86,Low,7.83,5.31,1.4,Conditional,0.424,18,14,True,False
HTA0405,NCPE (Ireland),2024-01-07,2024,Gene Therapy,Neurology,1,0,9004,False,-0.379,0.0373,0.1938,98936.37,100000,71495127.23,Moderate,1.72,9.46,3.35,Conditional,0.641,23,14,False,False
HTA0406,CADTH (Canada),2024-12-24,2024,Surgical Procedures,Infectious Disease,15,5,772,True,1.029,0.1505,0.1758,73927.06,100000,36987931.28,Low,9.11,2.48,4.43,Restricted,0.542,14,13,True,False
HTA0407,G-BA (Germany),2020-07-26,2020,Medical Devices,Endocrinology,15,14,8841,False,0.03,0.1706,0.3411,26795.04,100000,4820564.63,Low,3.83,2.16,5.22,Conditional,0.539,7,18,True,False
HTA0408,G-BA (Germany),2020-10-11,2020,Digital Health,Neurology,7,12,660,False,0.257,0.1856,0.2982,34049.27,100000,21889662.48,Low,2.98,4.95,8.04,Restricted,0.735,5,7,True,False
HTA0409,TLV (Sweden),2021-11-02,2021,Gene Therapy,Infectious Disease,18,8,6437,True,0.129,0.1193,0.368,20149.65,100000,72306524.47,Low,1.86,9.3,6.12,Restricted,0.609,18,19,False,False
HTA0410,NCPE (Ireland),2023-04-17,2023,Medical Devices,Hematology,13,3,2822,True,0.705,0.0821,0.3311,44440.37,100000,72571399.01,Moderate,3.25,4.03,6.3,Conditional,0.482,21,13,False,False
HTA0411,CADTH (Canada),2023-11-12,2023,Screening Programs,Respiratory,18,2,8764,False,-0.401,0.0751,0.3493,55238.05,100000,97331489.6,Very Low,3.41,1.37,7.35,Conditional,0.48,7,14,False,False
HTA0412,NICE (UK),2018-03-25,2018,Screening Programs,Rheumatology,12,14,3775,True,0.509,0.0663,0.2182,85015.17,50000,63545709.52,Moderate,9.54,2.53,9.69,Restricted,0.504,9,16,True,False
HTA0413,CADTH (Canada),2019-11-02,2019,Rehabilitation Technologies,Respiratory,1,9,9893,False,0.333,0.07,0.2633,89853.24,100000,37604043.28,Moderate,3.82,2.28,2.92,Conditional,0.342,18,3,True,False
HTA0414,NICE (UK),2019-04-22,2019,Immunotherapy,Rheumatology,22,12,8033,True,-0.097,0.0868,0.3697,64337.69,50000,75075137.93,High,3.23,8.27,7.87,Restricted,0.616,13,3,True,False
HTA0415,CVZ (Netherlands),2019-04-02,2019,Diagnostic Tests,Hematology,21,1,2675,False,-0.482,0.1259,0.1659,112343.94,100000,31963312.01,Low,6.35,8.15,9.9,Recommended,0.936,9,8,False,False
HTA0416,CADTH (Canada),2018-04-19,2018,Preventive Interventions,Immunology,2,8,6447,True,2.413,0.0997,0.2885,14212.68,100000,40228487.33,Very Low,5.85,3.59,2.08,Conditional,0.581,21,9,False,False
HTA0417,NICE (UK),2023-11-24,2023,Digital Health,Immunology,15,8,6165,False,-0.397,0.2363,0.3283,31281.29,50000,71488788.16,Moderate,4.62,8.05,9.67,Restricted,0.538,19,8,True,False
HTA0418,IQWIG (Germany),2024-03-03,2024,Gene Therapy,Respiratory,1,3,8053,True,0.221,0.1682,0.3684,147446.63,100000,20605063.72,High,1.51,8.81,3.65,Conditional,0.301,23,9,False,False
HTA0419,NICE (UK),2018-10-28,2018,Screening Programs,Respiratory,10,14,5535,True,1.586,0.0389,0.1308,55856.91,50000,76015759.51,Low,7.2,6.1,7.15,Restricted,0.501,3,17,False,False
HTA0420,CVZ (Netherlands),2023-01-01,2023,Digital Health,Immunology,2,6,8091,False,0.398,0.1856,0.1784,20388.19,100000,69175860.17,Very Low,7.54,9.36,8.24,Recommended,0.833,15,2,False,False
HTA0421,NICE (UK),2018-10-27,2018,Rehabilitation Technologies,Neurology,15,5,4958,True,0.109,0.1184,0.3289,90611.78,50000,10594815.38,Moderate,7.32,8.13,6.66,Restricted,0.546,19,17,True,False
HTA0422,NCPE (Ireland),2024-05-03,2024,Medical Devices,Rheumatology,5,4,8776,True,0.672,0.1998,0.3311,108841.57,100000,21219623.44,Moderate,9.96,1.93,2.63,Conditional,0.352,10,11,False,False
HTA0423,G-BA (Germany),2021-04-05,2021,Rehabilitation Technologies,Respiratory,16,8,7594,True,1.946,0.1287,0.0968,133426.78,100000,65273649.17,Moderate,1.3,2.27,6.48,Conditional,0.372,11,6,True,False
HTA0424,IQWIG (Germany),2020-11-12,2020,Gene Therapy,Cardiology,10,12,6498,True,0.811,0.1983,0.0827,80526.74,100000,83802039.33,Low,9.61,7.28,2.87,Restricted,0.506,12,8,True,False
HTA0425,SMC (Scotland),2021-06-06,2021,Digital Health,Oncology,19,2,7987,True,1.026,0.1244,0.1447,9229.75,100000,60905060.6,Moderate,3.69,8.8,7.72,Restricted,0.757,22,6,False,False
HTA0426,NCPE (Ireland),2023-05-21,2023,Screening Programs,Hematology,19,4,9651,False,0.059,0.2269,0.0888,30682.61,100000,43437817.61,High,6.1,4.59,3.56,Conditional,0.368,19,17,True,False
HTA0427,CVZ (Netherlands),2022-01-16,2022,Immunotherapy,Immunology,15,5,207,False,-0.402,0.1147,0.3868,125950.11,100000,49480699.15,Low,8.5,4.13,9.03,Restricted,0.641,18,19,False,False
HTA0428,PBAC (Australia),2019-12-06,2019,Digital Health,Endocrinology,9,11,8874,True,-0.031,0.1149,0.1889,112813.92,100000,58492976.84,Moderate,2.54,3.04,6.18,Conditional,0.469,20,12,False,False
HTA0429,G-BA (Germany),2023-12-22,2023,Immunotherapy,Oncology,12,11,5411,True,0.911,0.2395,0.3183,145585.75,100000,74879180.17,Moderate,1.58,6.2,4.22,Conditional,0.41,18,4,False,False
HTA0430,CVZ (Netherlands),2023-07-20,2023,Immunotherapy,Immunology,6,6,6808,True,-0.495,0.1356,0.1704,149584.12,100000,77468688.96,Low,9.6,8.99,3.86,Restricted,0.55,11,2,False,False
HTA0431,CADTH (Canada),2020-10-04,2020,Rehabilitation Technologies,Rheumatology,8,2,2014,False,-0.191,0.0413,0.1197,90216.97,100000,7340308.86,Low,9.65,3.22,5.05,Restricted,0.507,22,14,False,False
HTA0432,PBAC (Australia),2019-12-14,2019,Preventive Interventions,Hematology,1,13,6419,True,1.857,0.1716,0.0903,105749.01,100000,44713181.6,Very Low,2.27,6.79,4.44,Conditional,0.683,10,12,True,False
HTA0433,NICE (UK),2023-11-21,2023,Gene Therapy,Respiratory,21,6,7650,True,0.385,0.0137,0.127,45880.85,50000,44916370.43,Moderate,8.86,7.34,1.77,Restricted,0.695,23,6,True,False
HTA0434,SMC (Scotland),2024-04-13,2024,Preventive Interventions,Gastroenterology,12,4,7752,True,2.303,0.0307,0.3297,135299.4,100000,94172422.9,Low,3.59,4.0,4.84,Conditional,0.356,3,8,True,False
HTA0435,G-BA (Germany),2023-11-27,2023,Gene Therapy,Immunology,6,12,884,True,2.248,0.0791,0.1149,99493.57,100000,71547539.32,Low,3.87,3.27,9.6,Restricted,0.777,22,14,True,False
HTA0436,G-BA (Germany),2022-06-07,2022,Immunotherapy,Infectious Disease,10,7,9260,True,0.675,0.1593,0.389,18761.65,100000,39611590.01,Moderate,6.19,2.37,2.59,Conditional,0.414,23,19,True,False
HTA0437,NICE (UK),2022-06-24,2022,Screening Programs,Endocrinology,11,7,8071,True,1.909,0.0997,0.1858,18875.07,50000,91543859.09,High,6.83,4.72,4.65,Restricted,0.704,17,9,True,False
HTA0438,IQWIG (Germany),2021-09-21,2021,Preventive Interventions,Infectious Disease,24,3,7118,True,-0.262,0.1271,0.1601,34302.06,100000,95311570.95,Moderate,2.57,2.79,3.53,Not Recommended,0.0,20,5,False,False
HTA0439,HAS (France),2021-12-26,2021,Digital Health,Hematology,18,2,7596,True,-0.444,0.2031,0.0983,117516.64,100000,79956705.42,Moderate,3.79,2.31,7.63,Conditional,0.541,15,12,True,False
HTA0440,PBAC (Australia),2018-06-01,2018,Pharmaceuticals,Hematology,3,14,6013,True,1.758,0.2076,0.3578,75719.24,100000,63432982.86,High,5.39,2.39,4.33,Conditional,0.432,23,0,True,False
HTA0441,G-BA (Germany),2021-10-27,2021,Screening Programs,Rheumatology,15,13,6744,True,2.034,0.1498,0.3951,97282.17,100000,83577046.74,Low,4.11,3.34,4.87,Conditional,0.487,12,0,True,False
HTA0442,G-BA (Germany),2019-11-15,2019,Diagnostic Tests,Neurology,11,14,8381,False,-0.075,0.0761,0.1428,82747.88,100000,45465672.07,Moderate,1.82,7.47,2.92,Conditional,0.379,21,11,False,False
HTA0443,HAS (France),2022-04-20,2022,Medical Devices,Hematology,23,9,5875,False,-0.015,0.2437,0.0529,135328.23,100000,93180924.74,Very Low,1.12,2.55,6.88,Conditional,0.31,21,9,True,False
HTA0444,IQWIG (Germany),2024-07-16,2024,Medical Devices,Neurology,10,2,5704,False,0.499,0.2469,0.3586,62225.71,100000,68970854.92,Moderate,6.84,3.78,6.46,Restricted,0.657,12,7,True,False
HTA0445,HAS (France),2018-10-03,2018,Rehabilitation Technologies,Rheumatology,7,11,6955,True,1.22,0.2327,0.3399,51831.92,100000,24488182.0,Moderate,5.54,7.7,5.53,Restricted,0.52,10,4,True,False
HTA0446,HAS (France),2020-10-19,2020,Rehabilitation Technologies,Infectious Disease,8,6,143,False,0.383,0.129,0.1596,114281.59,100000,22786559.22,Moderate,8.79,7.52,4.63,Restricted,0.564,13,12,False,False
HTA0447,CVZ (Netherlands),2018-07-14,2018,Screening Programs,Endocrinology,2,8,4715,True,0.363,0.0485,0.1488,38821.5,100000,73673279.57,High,6.56,7.85,5.33,Restricted,0.779,21,1,True,False
HTA0448,SMC (Scotland),2019-03-04,2019,Pharmaceuticals,Rheumatology,6,7,2556,True,1.71,0.0373,0.3321,41715.08,100000,25643969.78,Low,1.63,1.24,3.35,Not Recommended,0.0,11,16,False,True
HTA0449,IQWIG (Germany),2021-07-06,2021,Gene Therapy,Rheumatology,21,9,9576,True,1.819,0.0914,0.1001,129393.93,100000,31577229.02,Low,6.1,5.25,5.46,Restricted,0.72,23,2,True,False
HTA0450,PBAC (Australia),2019-04-20,2019,Pharmaceuticals,Rheumatology,16,7,7735,True,-0.12,0.1244,0.3173,42448.33,100000,48597830.65,Very Low,7.18,8.57,4.73,Restricted,0.73,10,1,False,False
HTA0451,IQWIG (Germany),2018-12-20,2018,Immunotherapy,Oncology,21,14,1283,True,0.21,0.1606,0.1555,145363.04,100000,70591807.31,High,4.75,4.47,5.81,Restricted,0.753,23,18,False,False
HTA0452,SMC (Scotland),2024-05-08,2024,Medical Devices,Respiratory,21,0,7895,True,1.179,0.012,0.0789,23294.59,100000,19355769.96,Moderate,9.93,6.87,1.55,Restricted,0.658,15,16,True,False
HTA0453,NCPE (Ireland),2020-12-14,2020,Immunotherapy,Infectious Disease,9,13,5162,True,2.007,0.1981,0.3385,109923.37,100000,83435639.14,Moderate,5.07,7.23,6.74,Restricted,0.715,14,14,False,False
HTA0454,IQWIG (Germany),2024-01-13,2024,Rehabilitation Technologies,Immunology,10,8,2163,True,-0.478,0.0246,0.2001,62902.29,100000,19286677.05,Moderate,2.57,8.64,3.68,Conditional,0.539,11,7,True,False
HTA0455,IQWIG (Germany),2021-09-02,2021,Digital Health,Respiratory,13,13,1886,True,0.591,0.1376,0.3552,104669.29,100000,12046649.0,High,4.85,2.76,1.25,Not Recommended,0.0,8,9,False,False
HTA0456,NICE (UK),2022-03-12,2022,Preventive Interventions,Oncology,16,8,3998,True,1.984,0.0478,0.258,91073.53,50000,17254311.44,High,9.82,4.54,3.05,Restricted,0.551,8,17,True,False
HTA0457,NCPE (Ireland),2018-02-12,2018,Screening Programs,Gastroenterology,15,3,7967,True,0.443,0.2044,0.1432,36192.49,100000,82712419.81,Very Low,6.01,3.5,4.59,Conditional,0.368,4,6,True,False
HTA0458,CADTH (Canada),2023-05-18,2023,Medical Devices,Immunology,10,6,6745,True,1.059,0.1181,0.0541,85737.76,100000,66490908.09,Low,7.63,6.14,1.6,Restricted,0.535,17,0,False,False
HTA0459,CADTH (Canada),2021-04-28,2021,Pharmaceuticals,Hematology,22,12,9962,True,0.287,0.1923,0.3208,71064.37,100000,61578504.39,Moderate,7.32,8.52,7.19,Recommended,0.903,5,0,False,False
HTA0460,G-BA (Germany),2021-12-21,2021,Surgical Procedures,Respiratory,21,12,9076,True,1.188,0.0214,0.0644,41365.76,100000,69280462.59,Low,6.03,5.79,4.62,Restricted,0.548,7,0,False,False
HTA0461,NICE (UK),2018-01-13,2018,Preventive Interventions,Neurology,14,10,1577,True,1.939,0.0193,0.2806,44520.87,50000,87283022.39,Moderate,3.75,5.66,4.44,Conditional,0.526,8,6,False,False
HTA0462,IQWIG (Germany),2019-10-22,2019,Medical Devices,Endocrinology,19,8,5751,True,0.675,0.1485,0.2958,96943.33,100000,98479792.57,High,4.87,4.82,4.75,Conditional,0.566,23,3,True,False
HTA0463,NCPE (Ireland),2020-02-22,2020,Rehabilitation Technologies,Respiratory,14,7,8372,True,2.325,0.1807,0.1535,89251.74,100000,94478728.36,Low,7.68,7.63,2.6,Restricted,0.747,15,11,False,False
HTA0464,TLV (Sweden),2020-05-11,2020,Medical Devices,Oncology,22,2,2811,False,0.284,0.1932,0.3029,34653.13,100000,34459027.94,Moderate,3.98,7.79,3.96,Restricted,0.541,15,4,True,False
HTA0465,G-BA (Germany),2021-02-21,2021,Digital Health,Gastroenterology,22,9,2811,False,-0.38,0.1183,0.3688,123073.64,100000,52447121.75,Low,5.7,2.42,2.12,Conditional,0.375,18,1,True,False
HTA0466,NICE (UK),2018-12-23,2018,Gene Therapy,Infectious Disease,18,12,3439,True,0.883,0.0882,0.2165,92407.09,50000,98613165.64,Very Low,8.76,9.0,5.21,Recommended,0.931,15,0,False,False
HTA0467,SMC (Scotland),2024-04-17,2024,Rehabilitation Technologies,Immunology,17,3,8721,True,1.83,0.1425,0.2813,51820.65,100000,48646121.23,Low,4.64,2.79,9.65,Restricted,0.653,8,2,False,False
HTA0468,TLV (Sweden),2019-07-17,2019,Digital Health,Cardiology,10,11,4749,False,0.141,0.0845,0.2796,35516.95,100000,32507244.73,Moderate,6.01,1.97,9.4,Restricted,0.6,19,2,True,False
HTA0469,NICE (UK),2022-05-04,2022,Screening Programs,Oncology,7,13,2024,True,1.812,0.1592,0.2605,84177.24,50000,59441004.06,Very Low,1.08,1.43,2.72,Not Recommended,0.0,11,16,False,False
HTA0470,TLV (Sweden),2022-05-09,2022,Screening Programs,Neurology,13,0,6755,False,-0.484,0.2341,0.3334,126396.78,100000,10235451.09,Low,9.64,7.11,6.14,Recommended,0.989,9,3,False,False
HTA0471,NCPE (Ireland),2022-02-03,2022,Diagnostic Tests,Oncology,22,2,1049,False,0.442,0.0254,0.1908,8401.56,100000,33612249.08,Moderate,9.2,8.62,2.15,Restricted,0.528,5,3,True,False
HTA0472,NCPE (Ireland),2020-03-11,2020,Surgical Procedures,Rheumatology,12,10,7849,True,0.268,0.0389,0.0845,114832.07,100000,23129254.41,High,8.18,2.39,6.63,Restricted,0.602,23,11,False,False
HTA0473,SMC (Scotland),2021-05-14,2021,Diagnostic Tests,Rheumatology,18,14,5329,True,1.103,0.2098,0.1906,108961.41,100000,87791737.13,Moderate,8.26,7.82,4.21,Restricted,0.797,10,5,False,False
HTA0474,G-BA (Germany),2018-03-11,2018,Rehabilitation Technologies,Gastroenterology,16,4,424,True,0.368,0.0843,0.2327,101237.15,100000,38728950.85,Low,4.03,3.61,5.87,Conditional,0.309,8,15,False,False
HTA0475,SMC (Scotland),2019-09-04,2019,Digital Health,Hematology,14,3,7522,True,1.036,0.1417,0.2384,86935.7,100000,94921786.91,Very Low,8.88,8.21,9.49,Recommended,0.82,6,0,False,False
HTA0476,PBAC (Australia),2022-10-02,2022,Screening Programs,Gastroenterology,12,5,628,True,0.306,0.0934,0.2995,85475.82,100000,90514929.55,Low,5.44,8.07,9.53,Recommended,0.871,22,17,False,False
HTA0477,SMC (Scotland),2019-03-27,2019,Medical Devices,Infectious Disease,22,0,7219,False,-0.292,0.0911,0.3334,105873.26,100000,76812644.98,Moderate,7.45,4.48,2.9,Conditional,0.553,23,5,False,False
HTA0478,CADTH (Canada),2018-08-03,2018,Screening Programs,Hematology,16,10,1252,True,0.689,0.1076,0.2463,38119.3,100000,82398904.38,Moderate,7.35,5.62,6.27,Restricted,0.554,19,9,True,False
HTA0479,G-BA (Germany),2022-08-24,2022,Preventive Interventions,Rheumatology,19,1,3026,False,-0.255,0.1577,0.2051,96740.93,100000,86425049.13,High,8.0,5.44,6.08,Restricted,0.696,20,12,False,False
